#{"t_start": 1534013113.148832, "env_id": "Planar-locomotion-v1"}
r,l,t
112.944654,1024,23181.485889
116.550535,1024,23206.609645
115.641952,1024,23231.046427
114.83635,1024,23256.344299
117.974068,1024,23280.916659
112.672255,1024,23306.509782
114.185824,1024,23331.410386
117.029069,1024,23356.996472
117.097815,1024,23381.501774
116.180855,1024,23406.92479
113.102426,1024,23431.445164
114.956063,1024,23456.697988
114.075513,1024,23480.916097
115.328308,1024,23506.696332
117.847249,1024,23531.299758
115.908441,1024,23556.629666
111.903913,1024,23581.007888
114.654521,1024,23606.632131
115.825963,1024,23630.849247
117.537598,1024,23656.045069
113.62427,1024,23680.473326
116.450141,1024,23705.795286
116.048007,1024,23730.193523
112.212323,1024,23755.823637
117.524682,1024,23780.349467
115.076655,1024,23806.223816
114.894722,1024,23830.917261
111.578145,1024,23856.268183
117.705953,1024,23880.979694
119.735297,1024,23906.514719
116.061308,1024,23930.680809
119.555017,1024,23955.696824
117.22196,1024,23980.388295
118.327506,1024,24005.902315
116.031906,1024,24030.557811
116.395431,1024,24055.590511
115.862199,1024,24079.897693
115.935201,1024,24105.13461
115.976483,1024,24129.316714
114.589132,1024,24154.362394
118.413076,1024,24178.700595
115.89383,1024,24204.078524
121.561301,1024,24228.644878
116.429135,1024,24254.248004
117.702143,1024,24278.848529
117.361872,1024,24304.799835
117.199001,1024,24328.894876
116.598643,1024,24354.001602
119.249477,1024,24378.364826
117.348421,1024,24403.512592
119.671745,1024,24428.237911
116.812615,1024,24453.578998
114.82752,1024,24477.947242
117.955933,1024,24503.336682
117.029083,1024,24527.968145
118.702168,1024,24553.134936
117.214663,1024,24577.498181
114.801502,1024,24602.854079
122.538498,1024,24627.460511
117.588426,1024,24653.134476
113.340356,1024,24677.571826
117.076142,1024,24702.934593
116.836573,1024,24727.210743
114.681138,1024,24752.447597
117.341337,1024,24776.703755
116.426505,1024,24802.63918
116.952428,1024,24827.512776
117.109737,1024,24853.294027
63.999221,749,24871.361812
117.995042,1024,24897.312145
115.293434,1024,24921.610397
115.605879,1024,24947.411655
115.842383,1024,24972.086113
118.186918,1024,24998.120527
113.129865,1024,25023.007261
115.868467,1024,25048.402786
116.465201,1024,25072.880069
117.019235,1024,25098.480225
111.948041,1024,25123.427849
114.949667,1024,25149.10103
118.128307,1024,25173.25511
117.708112,1024,25198.257756
120.975765,1024,25222.706061
120.23558,1024,25248.066978
119.629295,1024,25272.440234
120.731018,1024,25297.938337
123.889659,1024,25322.179463
116.237492,1024,25347.513406
120.977893,1024,25372.391084
118.570732,1024,25397.959247
114.072226,1024,25422.449174
117.853616,1024,25448.021888
119.240373,1024,25472.354078
123.792594,1024,25497.565889
120.998121,1024,25521.910101
121.000885,1024,25547.595267
116.21759,1024,25572.198211
117.384647,1024,25597.384078
122.156756,1024,25621.907398
115.743326,1024,25647.421429
116.71027,1024,25671.712632
120.228746,1024,25697.098586
113.684152,1024,25721.439792
123.391501,1024,25746.748698
119.265283,1024,25771.006137
116.581897,1024,25796.708431
117.689171,1024,25821.346617
121.281383,1024,25847.581239
118.785874,1024,25872.376756
119.71034,1024,25898.051893
119.037408,1024,25922.59123
120.155453,1024,25948.145808
118.181584,1024,25972.566047
119.243149,1024,25997.687807
119.327004,1024,26022.236242
120.135599,1024,26047.721231
119.869064,1024,26072.179604
117.177634,1024,26097.533531
113.842648,1024,26122.104423
115.412743,1024,26147.772579
120.119092,1024,26172.314018
119.497528,1024,26198.155298
122.904029,1024,26222.776682
116.388093,1024,26248.084575
117.677721,1024,26272.674018
115.935204,1024,26302.187191
115.235684,1024,26328.942153
119.51281,1024,26356.869024
117.054581,1024,26383.451802
115.224619,1024,26408.936806
120.719948,1024,26433.548233
114.405014,1024,26459.588677
116.400978,1024,26484.093356
118.422407,1024,26509.596372
115.483586,1024,26534.616064
117.607508,1024,26559.967009
121.812643,1024,26584.246162
114.623322,1024,26610.417699
116.413248,1024,26635.000074
119.984623,1024,26660.427959
114.387592,1024,26685.117402
117.244135,1024,26710.578388
121.972728,1024,26735.236845
113.350538,1024,26760.651862
115.378646,1024,26784.845941
118.457848,1024,26809.670592
120.859038,1024,26833.921802
120.007595,1024,26859.733036
115.692817,1024,26884.306445
117.133376,1024,26909.981667
116.171401,1024,26934.905299
113.821607,1024,26960.757562
114.260947,1024,26985.49804
116.058992,1024,27010.770925
114.18123,1024,27035.029075
120.215816,1024,27060.534088
120.823142,1024,27085.237547
117.237234,1024,27110.743583
117.689178,1024,27135.562116
113.481444,1024,27160.98109
118.47592,1024,27185.355309
118.296331,1024,27210.868454
118.626982,1024,27235.624943
116.00889,1024,27260.84382
118.796423,1024,27285.812447
114.667625,1024,27312.112262
116.138654,1024,27338.725001
119.094021,1024,27365.164311
120.075209,1024,27390.275066
123.85623,1024,27438.865643
112.145392,1024,27471.776134
116.914554,1024,27497.821628
123.923942,1024,27523.639479
118.323791,1024,27555.599519
121.60772,1024,27580.580595
92.603608,1024,27603.393513
115.440291,1024,27630.52314
114.643755,1024,27664.822765
119.821855,1024,27692.152569
120.160523,1024,27720.221499
121.978274,1024,27746.902474
116.519559,1024,27777.768946
118.189701,1024,27809.573873
120.638905,1024,27842.107316
114.247382,1024,27865.857018
119.643268,1024,27890.955646
